iter	Logloss
394	0.1568094238
395	0.1566732647
396	0.1565787631
397	0.1564988159
398	0.1564982029
399	0.1562599625
400	0.1561769851
401	0.1561687606
402	0.1561087821
403	0.1560738419
404	0.1557691455
405	0.1556579561
406	0.1555544825
407	0.1554707244
408	0.1552622697
409	0.1551926098
410	0.1551790585
411	0.1549395239
412	0.1548679198
413	0.1548627214
414	0.154843117
415	0.1548192794
416	0.1547394496
417	0.1544802638
418	0.1543081574
419	0.1542119771
420	0.1541844048
421	0.154160336
422	0.1540652232
423	0.1539318851
424	0.1538620566
425	0.1538242285
426	0.1538148581
427	0.1537792677
428	0.1536778562
429	0.1534647855
430	0.1534367794
431	0.1533526969
432	0.15334264
433	0.1531852706
434	0.152983326
435	0.1528561262
436	0.1528540499
437	0.1528341964
438	0.1528224516
439	0.1528050012
440	0.1527353595
441	0.1525605544
442	0.1524668331
443	0.1524096706
444	0.1522849535
445	0.1522389888
446	0.1521239783
447	0.1520128884
448	0.1518588841
449	0.1518014662
450	0.1517818903
451	0.1517423475
452	0.1514693189
453	0.1514414923
454	0.1514256819
455	0.1513113838
456	0.1511447964
457	0.1510110888
458	0.1509605014
459	0.15086371
460	0.1507720702
461	0.1506119494
462	0.1505126496
463	0.1505013508
464	0.1504051526
465	0.1503354494
466	0.1502339356
467	0.1501967564
468	0.150153658
469	0.1500036322
470	0.1498215485
471	0.1497891761
472	0.1497615609
473	0.1496879489
474	0.1496616861
475	0.1494223636
476	0.1493244637
477	0.1492569228
478	0.1491453591
479	0.1490174932
480	0.1489126885
481	0.1488134445
482	0.148752262
483	0.1486343449
484	0.1485936421
485	0.1485343299
486	0.1484506259
487	0.1483699201
488	0.1483617394
489	0.1482899757
490	0.1482802801
491	0.1482222104
492	0.1482155038
493	0.1480157452
494	0.1479275549
495	0.1478260294
496	0.1477383518
497	0.1476621649
498	0.1476244691
499	0.1475324624
500	0.1473616778
501	0.1472969651
502	0.1472622354
503	0.147206914
504	0.1470425599
505	0.1470222404
506	0.1468894164
507	0.1467854933
508	0.1466561719
509	0.1466216856
510	0.1465784065
511	0.1464691821
512	0.1463807981
513	0.1462616757
514	0.1462340721
515	0.1460114673
516	0.1459890565
517	0.1458874474
518	0.1455448778
519	0.1454664463
520	0.1452552995
521	0.1451303955
522	0.145031768
523	0.1448434255
524	0.1446303895
525	0.1446115335
526	0.1445831443
527	0.144524959
528	0.1443159096
529	0.144267401
530	0.1442249404
531	0.1441891337
532	0.1441536139
533	0.1440841346
534	0.1440501294
535	0.1440099921
536	0.1438571644
537	0.1438325836
538	0.1437803365
539	0.1434592357
540	0.1434429469
541	0.1434044863
542	0.1433459971
543	0.1432993192
544	0.1432711601
545	0.1431529141
546	0.143112569
547	0.1430234951
548	0.1430040422
549	0.1429741302
550	0.1429181602
551	0.1427803839
552	0.1427336167
553	0.1427203417
554	0.1427062959
555	0.1426903065
556	0.142603225
557	0.1425853898
558	0.1425009547
559	0.1424862051
560	0.1424518164
561	0.1423821581
562	0.1421392078
563	0.1420730818
564	0.142051083
565	0.1419304402
566	0.1419017898
567	0.1418730982
568	0.141629693
569	0.1415856356
570	0.1415564761
571	0.1415091074
572	0.1414908233
573	0.1413959405
574	0.1412197704
575	0.1411247756
576	0.1411071504
577	0.1409625872
578	0.1409194993
579	0.1408903119
580	0.1408398282
581	0.1407781224
582	0.1407490246
583	0.1406929866
584	0.1406794022
585	0.1405655261
586	0.1405012063
587	0.1404888272
588	0.1403557466
589	0.1403283297
590	0.1402689097
591	0.1401822995
592	0.1401330351
593	0.1400940905
594	0.1400132677
595	0.139934297
596	0.1398797111
597	0.1398571316
598	0.1397358989
599	0.1397116652
600	0.139672195
601	0.139615768
602	0.1394248963
603	0.1393399613
604	0.1392707309
605	0.1391208057
606	0.1390384172
607	0.138883411
608	0.1388382113
609	0.1388111827
610	0.1388055448
611	0.1387864698
612	0.13875259
613	0.1387361301
614	0.1386674929
615	0.1386627582
616	0.1386507687
617	0.1385660015
618	0.1385008856
619	0.1384735142
620	0.1383564694
621	0.1380293734
622	0.1380033375
623	0.137943225
624	0.1379272264
625	0.1378336386
626	0.1377324561
627	0.1377133427
628	0.1376480687
629	0.1376389769
630	0.1375426839
631	0.1375207001
632	0.1374349802
633	0.1373804706
634	0.1373495785
635	0.1372807957
636	0.1371576381
637	0.1371100601
638	0.1370486789
639	0.1369465666
640	0.1368899726
641	0.136850557
642	0.1366469505
643	0.1365112383
644	0.1363919171
645	0.1363336264
646	0.1362922489
647	0.1360733082
648	0.1359647386
649	0.1359426511
650	0.1359184661
651	0.1358402959
652	0.135800732
653	0.1356712228
654	0.1356004176
655	0.1355815428
656	0.1355793422
657	0.1355621289
658	0.1354712532
659	0.1353177303
660	0.1351265555
661	0.1351178656
662	0.1350775364
663	0.1350360566
664	0.1350345419
665	0.1348662974
666	0.1348160326
667	0.1346283439
668	0.1346203475
669	0.1345843732
670	0.1345640626
671	0.1345470751
672	0.1344657272
673	0.1344227139
674	0.1343626334
675	0.1342472364
676	0.1341425754
677	0.1341260232
678	0.1341241027
679	0.1340947637
680	0.1340057171
681	0.1339743609
682	0.1339630662
683	0.1339560924
684	0.1338830662
685	0.1338448638
686	0.133781317
687	0.1336510204
688	0.133610319
689	0.1333380592
690	0.1333247475
691	0.1332848919
692	0.1332660742
693	0.1332276849
694	0.1332022014
695	0.1331902187
696	0.1331305422
697	0.1330958566
698	0.1330892407
699	0.1330811558
700	0.1329773177
701	0.132768494
702	0.1327647023
703	0.1327628587
704	0.132749815
705	0.1327329602
706	0.1326783853
707	0.1326361335
708	0.1323547582
709	0.1323260097
710	0.1322891339
711	0.1322567289
712	0.1322449194
713	0.1322275768
714	0.1321725628
715	0.1320029245
716	0.1319533051
717	0.1319279101
718	0.1319034625
719	0.1317909523
720	0.1317517997
721	0.1316528364
722	0.1315654008
723	0.1315246756
724	0.1313756709
725	0.1312872097
726	0.13126953
727	0.1312520145
728	0.1312094131
729	0.1311500138
730	0.1311247029
731	0.1310507636
732	0.1310287855
733	0.1309171629
734	0.1307274352
735	0.1306678379
736	0.130658786
737	0.1306490881
738	0.1306270915
739	0.1306074896
740	0.1305946773
741	0.1305506061
742	0.1304607041
743	0.1303956599
744	0.1303908026
745	0.1303842406
746	0.1302497411
747	0.1302275375
748	0.1302214003
749	0.1301844863
750	0.1301719118
751	0.130122933
752	0.1301136352
753	0.130105761
754	0.1300868166
755	0.1300682063
756	0.1299744263
757	0.1298964508
758	0.1298328284
759	0.1297800314
760	0.1297695885
761	0.1297325591
762	0.1296866603
763	0.1296423592
764	0.1296382362
765	0.1296126045
766	0.1295585268
767	0.1295451309
768	0.1295394083
769	0.1295231903
770	0.1295148272
771	0.1295047847
772	0.1294811865
773	0.129465297
774	0.1293382764
775	0.1293296727
776	0.1292091178
777	0.1291988269
778	0.1290686056
779	0.1290520282
780	0.1289996041
781	0.1289769275
782	0.1288511552
783	0.1288081727
784	0.1287201587
785	0.1287063758
786	0.1286054419
787	0.1285995822
788	0.1284206549
789	0.1284117372
790	0.1284063544
791	0.1283770628
792	0.1283666808
793	0.1283185575
794	0.1282971412
795	0.1282796768
796	0.1281975447
797	0.1280824809
798	0.1280753627
799	0.1279748788
800	0.1279670539
801	0.1279171361
802	0.1277458051
803	0.1276814439
804	0.1276445357
805	0.1276071678
806	0.1275638108
807	0.1275068959
808	0.1273726793
809	0.1272952141
810	0.1272739606
811	0.1272562626
812	0.1272311226
813	0.1272082843
814	0.1271766092
815	0.12706712
816	0.1270525567
817	0.1270215795
818	0.1269471044
819	0.1268096426
820	0.1267085799
821	0.1266704786
822	0.1265418748
823	0.1265228673
824	0.1264434866
825	0.1264200644
826	0.1263536186
827	0.1262211785
828	0.1261810946
829	0.1261669882
830	0.125998304
831	0.1258604869
832	0.1258416728
833	0.1258119999
834	0.1257855712
835	0.1257747025
836	0.1257424711
837	0.1256803514
838	0.1255954001
839	0.1255797001
840	0.1255652372
841	0.1255464516
842	0.1254850872
843	0.1254791847
844	0.1254764902
845	0.1253495289
846	0.1253057591
847	0.125294174
848	0.1252324416
849	0.1252146138
850	0.125170216
851	0.1251216403
852	0.1250636184
853	0.1250529583
854	0.1249811759
855	0.1249739584
856	0.1248816752
857	0.1247279799
858	0.1247057351
859	0.1245910657
860	0.1244503954
861	0.1244353179
862	0.1244265581
863	0.1244166617
864	0.1243920905
865	0.1243743418
866	0.1243620765
867	0.1243026936
868	0.1242848514
869	0.124167763
870	0.1240735256
871	0.124023921
872	0.1239933061
873	0.1239822436
874	0.1239631839
875	0.123876906
876	0.1237905857
877	0.1237749879
878	0.1236648155
879	0.1235863086
880	0.1235525523
881	0.1235294468
882	0.1234468925
883	0.1234274037
884	0.123366822
885	0.1233223643
886	0.1233187795
887	0.1233047244
888	0.1232562655
889	0.1231656474
890	0.1230458056
891	0.1230101235
892	0.1229471776
893	0.1229328115
894	0.1229257615
895	0.1228498872
896	0.1227916803
897	0.1227622179
898	0.1227434717
899	0.1227338557
900	0.1226994718
901	0.1226090127
902	0.1226082709
903	0.1225785555
904	0.12250777
905	0.1224864574
906	0.1223419425
907	0.1223412016
908	0.1222786452
909	0.122252895
910	0.1222222077
911	0.122187652
912	0.1221198667
913	0.1221120584
914	0.1220484259
915	0.1219996895
916	0.1219591724
917	0.1219300894
918	0.1218852893
919	0.1218644264
920	0.1218160887
921	0.1218128759
922	0.1217842072
923	0.1217092425
924	0.1216373928
925	0.1215577961
926	0.1215057473
927	0.1214575532
928	0.1214335704
929	0.1214231074
930	0.1214206621
931	0.1213440561
932	0.1213348191
933	0.1212049457
934	0.1211617569
935	0.1211470481
936	0.1211361004
937	0.1210898907
938	0.1210673546
939	0.1210602967
940	0.1209663996
941	0.1209343394
942	0.1208904128
943	0.1208768877
944	0.1207505694
945	0.1207437428
946	0.1206441047
947	0.1206258305
948	0.1205995805
949	0.1205934487
950	0.1205848963
951	0.1205685324
952	0.1203801029
953	0.1203789126
954	0.1203514951
955	0.1203423826
956	0.1203306749
957	0.1203284287
958	0.1202796353
959	0.120270056
960	0.1202468339
961	0.1201784039
962	0.1201735993
963	0.1201649396
964	0.1201520929
965	0.1201495833
966	0.1200993973
967	0.1200870949
968	0.1200624941
969	0.1200331112
970	0.1200179048
971	0.1200030588
972	0.1199781523
973	0.1199627861
974	0.1199339741
975	0.1198683188
976	0.1198545198
977	0.1198015901
978	0.1197881218
979	0.119776439
980	0.1197195984
981	0.1197129655
982	0.1196857874
983	0.1196332354
984	0.1196275921
985	0.1195836689
986	0.1195582538
987	0.1195187129
988	0.11939989
989	0.1193780285
990	0.1193403352
991	0.1192723452
992	0.1192456816
993	0.1191406469
994	0.1191154376
995	0.1191070724
996	0.1191046961
997	0.1190996182
998	0.1190908591
999	0.1190797182
